OPEN,CLOSE,HIGH,LOW,VOLUME,Return,QPL,QPL+,QPL-,MA5,MA21,RSI
1.54919999999999991,1.54360999999999993,1.55034000000000005,1.54042999999999997,64277,,1.55066474077527117,1.55015990928252245,1.54824068512443191,1.54360999999999993,1.54360999999999993,
1.55153999999999992,1.54919000000000007,1.55235999999999996,1.54746000000000006,3072,0.00361490272802079,1.55300695320324311,1.55250135918422738,1.55057923612055326,1.54640000000000000,1.54640000000000000,
1.55119000000000007,1.55146999999999990,1.55162000000000000,1.54929999999999990,75091,0.00147173684312429,1.55265662228452950,1.55215114231858786,1.55022945285190272,1.54808999999999997,1.54808999999999997,
1.55232999999999999,1.55122000000000004,1.55520999999999998,1.55025999999999997,81711,-0.00016113750185298,1.55379770013405416,1.55329184868095682,1.55136874692693616,1.54887249999999987,1.54887249999999987,
1.55969000000000002,1.55224999999999991,1.56071000000000004,1.55031000000000008,93031,0.00066399350188884,1.56116465888186329,1.56065640905554970,1.55872418937627510,1.54954800000000015,1.54954800000000015,
1.56301000000000001,1.55966000000000005,1.56598999999999999,1.55882000000000009,105291,0.00477371557416673,1.56448779788223380,1.56397846618104541,1.56204213352461818,1.55275800000000008,1.55123333333333324,
1.56255000000000011,1.56302999999999992,1.56563000000000008,1.56095000000000006,76027,0.00216072733800954,1.56402736296049594,1.56351818115763352,1.56158241837153455,1.55552599999999996,1.55291857142857137,
1.55787000000000009,1.56247000000000003,1.56485999999999992,1.55611999999999995,2136,-0.00035827847194225,1.55934293810455182,1.55883528135422389,1.55690531637929186,1.55772600000000017,1.55411250000000001,
1.55763000000000007,1.55780999999999992,1.55813000000000001,1.55676999999999999,114081,-0.00298245726317947,1.55910271118886246,1.55859513264635674,1.55666546499507419,1.55904400000000010,1.55452333333333326,
1.55976000000000004,1.55884000000000000,1.56254000000000004,1.55746000000000007,114453,0.00066118461173059,1.56123472506560623,1.56072645242867769,1.55879414603000521,1.56036200000000003,1.55495500000000009,
1.56105999999999989,1.55977999999999994,1.56397000000000008,1.55796000000000001,123625,0.00060301249647177,1.56253595419225699,1.56202725792962460,1.56009334102785013,1.56038600000000005,1.55539363636363626,
1.57177999999999995,1.56108000000000002,1.57389000000000001,1.55926000000000009,100708,0.00083345087127684,1.57326608975971838,1.57275390021435779,1.57080670285623514,1.55999599999999994,1.55586749999999996,
1.55980000000000008,1.57170000000000010,1.57389000000000001,1.55932000000000004,99424,0.00680298255054201,1.56127476288488776,1.56076647721332229,1.55883412126070819,1.56184199999999995,1.55708538461538470,
1.55659999999999998,1.55977000000000010,1.56284000000000001,1.55579000000000001,2585,-0.00759050709422915,1.55807173734236204,1.55756449444175993,1.55563610280447384,1.56223399999999990,1.55727714285714280,
1.55608999999999997,1.55654000000000003,1.55688000000000004,1.55438000000000009,102127,-0.00207081813344279,1.55756125514652188,1.55705417843754224,1.55512641861301137,1.56177400000000000,1.55722799999999983,61.93024543273677551
1.55869999999999997,1.55689000000000011,1.55997999999999992,1.55516000000000010,122353,0.00022485769720015,1.56017372285464440,1.55966579563559771,1.55773480241637752,1.56119600000000003,1.55720687500000010,57.86356209150332575
1.56061999999999990,1.55872000000000011,1.56366999999999989,1.55682999999999994,118378,0.00117542022878947,1.56209553818015978,1.56158698529853490,1.55965361349011800,1.56072400000000000,1.55729588235294103,57.47268604411481618
1.55742000000000003,1.56062999999999996,1.56176000000000004,1.55398999999999998,116611,0.00122536440156007,1.55889251263763429,1.55838500252697276,1.55645559503388387,1.55851000000000006,1.55748111111111109,59.37811441100249965
1.56594000000000011,1.55747999999999998,1.56625999999999999,1.55662999999999996,117470,-0.00201841563983773,1.56742056814460895,1.56691028165625723,1.56497031917360774,1.55805199999999999,1.55748105263157899,55.00095620577553746
1.56414999999999993,1.56583999999999990,1.56729000000000007,1.55780000000000007,2418,0.00536764517040345,1.56562887573175846,1.56511917254341437,1.56318142759965140,1.55991200000000019,1.55789899999999992,55.80390683696455056
1.56355000000000000,1.56417999999999990,1.56458000000000008,1.56167999999999996,100831,-0.00106013385786541,1.56502830844253493,1.56451880077374650,1.56258179913910755,1.56136999999999992,1.55819809523809538,51.11585484183969896
1.55814000000000008,1.56328000000000000,1.56563000000000008,1.55774999999999997,126659,-0.00057538134997248,1.55961319338470261,1.55910544865057443,1.55717514918653666,1.56228200000000017,1.55913476190476197,50.78079814921918000
1.55628999999999995,1.55813000000000001,1.56254000000000004,1.55347999999999997,117043,-0.00329435545775547,1.55776144424292973,1.55725430236076479,1.55532629476652606,1.56178200000000000,1.55956047619047622,50.30557677616511114
1.56244000000000005,1.55628999999999995,1.56444000000000005,1.55274000000000001,85835,-0.00118090274880789,1.56391725895747147,1.56340811299986093,1.56147248648710146,1.56154400000000004,1.55979000000000001,47.60203122061307823
1.56330999999999998,1.56245999999999996,1.56498000000000004,1.55945000000000000,78092,0.00396455673428475,1.56478808152684556,1.56427865206587935,1.56234194775489010,1.56086799999999992,1.56032523809523793,52.29452054794521842
1.56187000000000009,1.56332000000000004,1.56563000000000008,1.55844000000000005,2178,0.00055041409060075,1.56334672003270914,1.56283775981867645,1.56090283944958474,1.56069600000000008,1.56085238095238110,51.93236714975846979
1.56004000000000009,1.56181999999999999,1.56181999999999999,1.55929999999999991,90949,-0.00095949645625981,1.56151498980057712,1.56100662592118944,1.55907397264492564,1.56040399999999990,1.56095523809523806,39.88533988533977492
