OPEN,CLOSE,HIGH,LOW,VOLUME,Return,QPL,QPL+,QPL-,MA5,MA21,RSI
168.84999999999999432,168.28999999999999204,172.12000000000000455,166.37000000000000455,109815700,,170.10472885613381777,169.67227920215370318,168.03170579226889458,168.28999999999999204,168.28999999999999204,
158.96000000000000796,170.18000000000000682,170.87999999999999545,158.36000000000001364,126427500,0.01123061382137980,160.14123600219741661,159.73411609105332332,158.18963549149580672,169.23500000000001364,169.23500000000001364,
162.84000000000000341,162.12999999999999545,167.96999999999999886,157.50999999999999091,181178000,-0.04730285579974147,164.05006838574374228,163.63301122462962667,162.05083192900841027,166.86666666666667425,166.86666666666667425,
143.33000000000001251,144.68000000000000682,147.25999999999999091,141.11000000000001364,124545100,-0.10762967988651073,144.39508905507648251,144.02799986997152359,142.63538283213446789,161.31999999999999318,161.31999999999999318,
140.56000000000000227,142.05000000000001137,144.43999999999999773,138.80250000000000909,107097600,-0.01817804810616530,141.60450511115291761,141.24451030295958276,139.87880702494118168,157.46600000000000819,157.46600000000000819,
148.96999999999999886,147.05000000000001137,150.93999999999999773,146.21999999999999886,87074500,0.03519887363604357,150.07700004559228546,149.69546599197417436,148.24804981862183695,153.21800000000001774,155.72999999999998977,
151.25000000000000000,149.93000000000000682,152.19999999999998863,148.69999999999998863,96098830,0.01958517511050650,152.37394278643910184,151.98656931789014379,150.51700030252101215,149.16800000000000637,154.90142857142856769,
157.63999999999998636,155.44999999999998863,158.33000000000001251,153.78000000000000114,82439720,0.03681718135129719,158.81142704697029444,158.40768784973354855,156.87603257976468285,147.83199999999999363,154.96999999999999886,
156.74199999999999022,157.11000000000001364,158.18999999999999773,153.75000000000000000,96999960,0.01067867481505314,157.90675398500519577,157.50531469768418447,155.98238453829915784,150.31800000000001205,155.20777777777777828,
170.24000000000000909,161.47999999999998977,170.68999999999999773,161.37999999999999545,100245300,0.02781490675323006,171.50505798322905093,171.06904833505862484,169.41496946447060168,154.20400000000000773,155.83499999999997954,
172.34000000000000341,171.05000000000001137,173.80989999999999895,170.36439999999998918,64722670,0.05926430517711179,173.62066313927215333,173.17927508261280423,171.50479227858824061,159.00399999999999068,157.21818181818181870,
172.55000000000001137,174.59999999999999432,175.87999999999999545,168.50999999999999091,94515990,0.02075416544869912,173.83222365487648631,173.39029775736821648,171.71377456000001871,163.93799999999998818,158.66666666666665719,
173.03999999999999204,171.75999999999999091,174.93000000000000682,170.00999999999999091,84532410,-0.01626575028636890,174.32586485795317799,173.88268399846418788,172.20139988329410130,167.19999999999998863,159.67384615384617064,
172.90999999999999659,176.87999999999999545,179.21999999999999886,171.91999999999998749,103232700,0.02980903586399619,174.19489882448385742,173.75205091409179659,172.07202989956303441,171.15399999999999636,160.90285714285712970,
169.34000000000000341,172.97999999999998977,174.50000000000000000,167.78999999999999204,104423300,-0.02204884667571239,170.59837005921056630,170.16466544324970300,168.51933111556303402,173.45400000000000773,161.70799999999999841,53.15061131264275218
169.08000000000001251,164.90000000000000568,170.86000000000001364,160.50999999999999091,143157600,-0.04671060238177815,170.33643799227189675,169.90339927450489199,168.26059114810084338,172.22399999999998954,161.90749999999999886,46.72537831803522579
170.06999999999999318,171.11000000000001364,177.18999999999999773,168.00999999999999091,123162000,0.03765918738629481,171.33379470869220995,170.89822045549470886,169.24579333189916497,171.52600000000001046,162.44882352941178283,55.69941609545571737
164.02000000000001023,168.37999999999999545,168.81999999999999318,163.28000000000000114,82950140,-0.01595464905616284,165.23883699723467089,164.81875768277910765,163.22511331979833926,170.84999999999999432,162.77833333333333599,68.49828285981891440
164.75000000000000000,166.62999999999999545,167.68999999999999773,163.43000000000000682,116650600,-0.01039315833234356,165.97426164671631454,165.55231269502414193,163.95157553613447021,168.80000000000001137,162.98105263157893319,69.45235834124721919
176.16999999999998749,175.21999999999999886,176.75000000000000000,170.21000000000000796,81562130,0.05155134129508498,177.47912397148411401,177.02792672219968040,175.31623103005040321,169.24799999999999045,163.59300000000001774,71.09480305526432176
177.44999999999998863,175.78999999999999204,179.56999999999999318,175.30000000000001137,77654840,0.00325305330441727,178.76863568564374418,178.31416016832795890,176.59002779294115726,171.42599999999998772,164.17380952380952408,70.05895128762021784
181.40999999999999659,179.83000000000001251,181.90999999999999659,176.00000000000000000,81804040,0.02298196711985900,182.75806255132505385,182.29344489228725479,180.53083652813444360,173.17000000000001592,164.72333333333332916,69.35535090504922096
178.58000000000001251,177.66999999999998749,184.25000000000000000,177.37999999999999545,113186200,-0.01201134404715576,179.90703274580030779,179.44966313248806955,177.71455149768070214,175.02799999999999159,165.08000000000001251,66.19407687460613943
168.75999999999999091,172.62999999999999545,175.24000000000000909,168.72999999999998977,74228620,-0.02836719761355322,170.01406006373196078,169.58184091297280816,167.94214195737814066,176.22800000000000864,165.58000000000001251,58.69056897895556801
166.68999999999999773,170.83000000000001251,171.19999999999998863,166.30000000000001137,75580640,-0.01042692463650574,167.92867783848947738,167.50176026181227940,165.88217375489074357,175.34999999999999432,166.82523809523809177,49.80489535296204906
176.38999999999998636,172.81999999999999318,178.18000000000000682,171.80000000000001137,73178010,0.01164900778551758,177.70075879735531998,177.24899809575299514,175.53516484867225245,174.75600000000000023,168.29047619047619833,48.37650492520977963
173.00000000000000000,175.65999999999999659,176.25000000000000000,170.81999999999999318,83846730,0.01643328318481663,174.28556761688571441,173.84248920327269161,172.16159373445378833,173.92199999999999704,169.65285714285715812,53.55709595038307924
172.36000000000001364,171.31999999999999318,172.81999999999999318,167.41999999999998749,77271430,-0.02470681999316859,173.64081175980592775,173.19937248020855236,171.52469535300841130,172.65199999999998681,170.67142857142857792,44.85566247224278413
170.02000000000001023,173.80000000000001137,174.71999999999999886,165.90000000000000568,108214400,0.01447583469530711,171.28342315735787338,170.84797696150533852,169.19603564584875244,172.88600000000002410,171.54523809523809064,50.77917141771192178
163.15999999999999659,163.56999999999999318,165.18450000000001410,160.75999999999999091,97146830,-0.05886075949367098,164.37244631428364983,163.95456958616168208,162.36928111973108457,171.43399999999999750,171.85285714285714675,48.78583165966769286
