OPEN,CLOSE,HIGH,LOW,VOLUME,Return,QPL,QPL+,QPL-,MA5,MA21,RSI
0.66476999999999975,0.66501999999999994,0.66820999999999975,0.66442000000000001,49251,,0.66567737208586220,0.66536464097854431,0.66417589045620784,0.66501999999999994,0.66501999999999994,
0.66471999999999976,0.66471000000000002,0.66708999999999985,0.66283000000000003,37405,-0.00046615139394290,0.66562730383879287,0.66531459625322742,0.66412593514155338,0.66486500000000004,0.66486500000000004,
0.66642000000000001,0.66471999999999976,0.66700999999999955,0.66402000000000005,1461,0.00001504415459341,0.66732962423915110,0.66701611691400287,0.66582441583980356,0.66481666666666650,0.66481666666666650,
0.66544000000000003,0.66642000000000001,0.66674000000000000,0.66513000000000000,42484,0.00255746780599386,0.66634828659659184,0.66603524029779126,0.66484529167257711,0.66521749999999991,0.66521749999999991,
0.65839999999999965,0.66712000000000005,0.66727000000000003,0.65839000000000003,45139,0.00105038864379825,0.65929867740922665,0.65898894297316890,0.65781158336923617,0.66559799999999991,0.66559799999999991,
0.65769999999999995,0.65839999999999965,0.65964000000000000,0.65463000000000005,47283,-0.01307111164408259,0.65859772195025601,0.65828831681873234,0.65711220896407485,0.66427399999999981,0.66439833333333320,
0.65817999999999965,0.65769999999999995,0.66003999999999985,0.65708999999999995,59222,-0.00106318347509071,0.65907837712212147,0.65876874618177450,0.65759177998475682,0.66287199999999991,0.66344142857142852,
0.66486000000000001,0.65820000000000001,0.66578999999999955,0.65766000000000002,45656,0.00076022502660789,0.66576749493058729,0.66545472148411500,0.66426581002258600,0.66156799999999993,0.66278624999999991,
0.66364000000000001,0.66481999999999986,0.66540999999999995,0.66293999999999975,1213,0.01005773321178949,0.66454582970209508,0.66423363018638226,0.66304690034501845,0.66124799999999995,0.66301222222222211,
0.66341000000000006,0.66364000000000001,0.66425000000000001,0.66271999999999975,70649,-0.00177491651875672,0.66431551576557613,0.66400342444992444,0.66281710589760823,0.66055199999999981,0.66307499999999986,
0.66496000000000000,0.66361000000000003,0.66547000000000001,0.66134000000000004,54982,-0.00004520523175211,0.66586763142472594,0.66555481093474878,0.66436572065189481,0.66159400000000002,0.66312363636363625,
0.66261999999999965,0.66496000000000000,0.66571000000000002,0.66161999999999965,62073,0.00203432739108811,0.66352443746187995,0.66321271778991675,0.66202781192606819,0.66304599999999991,0.66327666666666663,
0.65959000000000001,0.66261999999999965,0.66286999999999985,0.65693000000000001,47070,-0.00351900866217569,0.66049030168947764,0.66018000743571192,0.65900051985801145,0.66392999999999991,0.66322615384615369,
0.65576999999999985,0.65959000000000001,0.66025999999999985,0.65520999999999985,51100,-0.00457275663276036,0.65666508761337894,0.65635659042149930,0.65518393381841455,0.66288399999999981,0.66296642857142840,
0.65508000000000000,0.65569999999999995,0.65676999999999985,0.65393999999999985,1373,-0.00589760305644427,0.65597414580382207,0.65566597321212594,0.65449455047618388,0.66129599999999988,0.66248200000000002,35.00643500643489858
0.65422000000000002,0.65508999999999995,0.65571999999999975,0.65410000000000001,62057,-0.00093030349245082,0.65511297195422924,0.65480520393667496,0.65363531906412808,0.65959199999999996,0.66201999999999994,34.67176545570407598
0.65498000000000001,0.65458000000000005,0.65920999999999985,0.65280000000000005,74871,-0.00077851898212444,0.65587400930968331,0.65556588376149216,0.65439463984687507,0.65751599999999999,0.66158235294117640,34.09661229611089084
0.65507000000000004,0.65498000000000001,0.65617999999999965,0.65112000000000003,81146,0.00061107885972689,0.65596413215440819,0.65565596426706263,0.65448455941325301,0.65598800000000002,0.66121555555555545,31.29496402877678918
0.66286000000000000,0.65507000000000004,0.66471999999999976,0.65353000000000006,67977,0.00013740877584056,0.66376476504781323,0.66345293247143833,0.66226759743640973,0.65508400000000011,0.66089210526315778,29.89656322989635839
0.66630000000000000,0.66286000000000000,0.66874000000000000,0.66222999999999965,84159,0.01189185888530986,0.66720946044618457,0.66689600957324224,0.66570452308463290,0.65651599999999999,0.66099049999999993,57.67906336088233843
0.67593000000000003,0.66632000000000002,0.67778000000000005,0.66515000000000002,1599,0.00521980508704711,0.67685260483174181,0.67653462366928052,0.67532591668707176,0.65876199999999996,0.66124428571428573,63.55345911949714122
0.67593999999999965,0.67593999999999965,0.67671000000000003,0.67554000000000003,66876,0.01443750750390138,0.67686261848115536,0.67654463261434361,0.67533590775000230,0.66303399999999990,0.66176428571428558,71.67644183773217037
0.67613000000000001,0.67578000000000005,0.67976999999999965,0.67557000000000000,87070,-0.00023670740006454,0.67705287782001922,0.67673480257054819,0.67552573794568938,0.66719399999999995,0.66229142857142853,65.90249564712786423
0.67359000000000002,0.67613999999999985,0.67615000000000003,0.66749000000000003,80132,0.00053271774837937,0.67450941086889615,0.67419253052444883,0.67298800796124558,0.67140799999999989,0.66283523809523803,68.57907253269955561
0.67132000000000003,0.67359999999999975,0.67588999999999955,0.67025000000000001,52695,-0.00375661845180009,0.67223631245194759,0.67192049999506076,0.67072003667593549,0.67355599999999982,0.66317714285714280,63.81742738589210973
0.67029000000000005,0.67127999999999965,0.67364999999999975,0.66835999999999995,52021,-0.00344418052256545,0.67120490656231890,0.67088957865353227,0.66969095719405469,0.67454799999999970,0.66337523809523802,58.51293103448249866
0.66725999999999985,0.67027000000000003,0.67178000000000004,0.66681000000000001,1411,-0.00150458824931421,0.66817077078991605,0.66785686829932689,0.66666366512599740,0.67341399999999996,0.66394047619047614,60.68734283319462008
